Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001010,Female,Yes,1,Graduate,No,4846,7187,544,300,1,Rural,N
LP001011,Male,No,3+,Not Graduate,Yes,24908,2180,296,180,1,Rural,Y
LP001012,Male,Yes,2,Not Graduate,Yes,21032,1960,592,240,0,Urban,N
LP001013,Female,Yes,2,Graduate,No,12840,3879,573,180,0,Semiurban,N
LP001014,Male,No,2,Graduate,No,1744,5153,292,240,1,Semiurban,N
LP001015,Male,No,1,Not Graduate,Yes,4125,7035,669,180,1,Semiurban,N
LP001016,Female,Yes,3+,Not Graduate,No,5349,3270,385,360,1,Semiurban,Y
LP001017,Female,Yes,3+,Not Graduate,No,11097,4687,471,360,1,Urban,Y
LP001018,Male,Yes,3+,Not Graduate,No,9237,582,243,360,1,Rural,Y
LP001019,Female,No,3+,Graduate,Yes,15524,9805,357,180,1,Rural,Y
LP001020,Male,Yes,0,Graduate,No,13500,9293,694,240,1,Urban,N
LP001021,Male,Yes,0,Graduate,Yes,9833,288,555,300,0,Rural,N
LP001022,Male,Yes,3+,Not Graduate,Yes,18776,5664,330,300,1,Urban,Y
LP001023,Female,No,1,Not Graduate,Yes,23371,7979,488,180,1,Semiurban,Y
LP001024,Female,No,0,Graduate,Yes,8810,3859,657,180,0,Urban,N
LP001025,Female,Yes,2,Graduate,Yes,3899,3060,532,180,1,Rural,N
LP001026,Female,Yes,0,Not Graduate,No,6140,1183,272,180,1,Rural,Y
LP001027,Female,No,2,Not Graduate,Yes,20844,4335,166,300,1,Rural,Y
LP001028,Male,No,3+,Graduate,Yes,11891,1446,241,240,1,Semiurban,Y
LP001029,Male,No,0,Graduate,Yes,19353,6679,667,300,0,Urban,N
LP001030,Male,No,1,Graduate,No,12392,9941,565,180,1,Urban,N
LP001031,Male,No,0,Not Graduate,No,12697,6213,579,360,1,Rural,N
LP001032,Female,No,0,Not Graduate,No,14550,1903,356,300,0,Urban,N
LP001033,Male,No,0,Not Graduate,No,4874,7894,581,360,1,Rural,N
LP001034,Female,No,3+,Not Graduate,No,14411,9269,171,360,1,Urban,Y
LP001035,Male,No,1,Not Graduate,No,10347,2377,698,180,1,Semiurban,N
LP001036,Female,Yes,0,Not Graduate,No,16285,847,641,300,1,Semiurban,N
LP001037,Female,Yes,1,Graduate,Yes,12460,7370,203,240,0,Urban,N
LP001038,Male,Yes,3+,Graduate,Yes,15035,6341,586,300,1,Semiurban,N
LP001039,Male,No,2,Not Graduate,No,9734,1239,501,240,1,Semiurban,N
LP001040,Male,Yes,0,Graduate,Yes,12003,5600,218,240,1,Semiurban,Y
LP001041,Male,No,1,Not Graduate,Yes,6622,9524,108,180,1,Rural,Y
LP001042,Female,No,1,Graduate,No,11352,4791,350,240,1,Urban,Y
LP001043,Male,Yes,3+,Not Graduate,Yes,6887,2365,602,300,0,Urban,N
LP001044,Male,No,0,Graduate,Yes,9131,5055,599,300,1,Rural,N
LP001045,Female,Yes,2,Graduate,No,8726,5622,166,360,1,Rural,Y
LP001046,Male,Yes,1,Not Graduate,Yes,6608,372,176,240,1,Semiurban,Y
LP001047,Male,Yes,0,Not Graduate,No,20108,7783,454,180,1,Urban,Y
LP001048,Male,No,2,Graduate,No,3610,1949,448,180,1,Rural,Y
LP001049,Male,Yes,1,Graduate,Yes,2457,244,564,300,1,Semiurban,N
LP001050,Male,No,1,Not Graduate,Yes,8646,7795,547,240,1,Urban,N
LP001051,Female,Yes,2,Graduate,Yes,2060,5772,577,180,0,Semiurban,N
LP001052,Male,Yes,2,Not Graduate,No,2812,124,447,240,1,Urban,Y
LP001053,Male,Yes,3+,Not Graduate,No,19705,1919,314,240,1,Semiurban,Y
LP001054,Male,No,0,Graduate,No,13095,9827,312,360,1,Urban,Y
LP001055,Male,No,0,Not Graduate,Yes,23530,9617,447,180,1,Urban,Y
LP001056,Male,No,3+,Graduate,Yes,22829,9732,695,360,1,Urban,N
LP001057,Female,Yes,1,Graduate,No,6874,530,576,180,1,Urban,N
LP001058,Male,Yes,2,Not Graduate,Yes,4151,7849,485,240,0,Semiurban,N
LP001059,Female,No,2,Graduate,Yes,11506,6929,409,180,1,Rural,Y
LP001060,Female,No,2,Not Graduate,No,11433,4349,178,300,0,Urban,N
LP001061,Male,No,1,Not Graduate,No,22585,4756,683,240,1,Urban,N
LP001062,Male,No,2,Not Graduate,Yes,17672,1801,290,180,1,Urban,Y
LP001063,Male,No,2,Graduate,No,4377,5156,676,360,1,Urban,N
LP001064,Male,No,3+,Not Graduate,Yes,23466,7856,271,360,1,Semiurban,Y
LP001065,Female,Yes,1,Graduate,No,23274,5461,263,240,1,Rural,Y
LP001066,Male,No,0,Not Graduate,No,5583,9228,641,360,1,Rural,N
LP001067,Male,Yes,3+,Not Graduate,No,2245,5302,184,240,1,Rural,N
LP001068,Male,Yes,3+,Not Graduate,Yes,10249,7432,435,240,1,Semiurban,Y
LP001069,Male,No,0,Graduate,Yes,18825,6189,352,240,1,Rural,Y
LP001070,Male,No,3+,Graduate,No,21907,1142,336,180,1,Semiurban,Y
LP001071,Male,Yes,1,Not Graduate,No,20180,7076,611,240,1,Semiurban,N
LP001072,Female,No,2,Not Graduate,No,18823,7614,238,360,1,Urban,Y
LP001073,Female,No,1,Graduate,Yes,19494,9947,346,300,1,Semiurban,Y
LP001074,Male,Yes,0,Graduate,No,24184,4840,575,180,1,Rural,N
LP001075,Male,Yes,0,Graduate,No,3225,1629,438,360,1,Rural,Y
LP001076,Male,Yes,3+,Not Graduate,No,13713,5062,508,240,0,Rural,N
LP001077,Female,No,1,Graduate,No,11028,762,310,240,0,Urban,N
LP001078,Male,Yes,1,Not Graduate,Yes,15662,6905,162,300,1,Urban,Y
LP001079,Female,No,0,Graduate,Yes,10353,4889,85,360,0,Urban,N
LP001080,Male,Yes,1,Not Graduate,No,8687,4839,128,180,1,Semiurban,Y
LP001081,Male,Yes,0,Not Graduate,Yes,1532,3957,324,360,0,Rural,N
LP001082,Male,Yes,1,Not Graduate,Yes,16393,557,327,240,1,Semiurban,Y
LP001083,Male,No,1,Graduate,Yes,15908,4621,361,180,1,Semiurban,Y
LP001084,Female,No,1,Graduate,No,23869,839,578,240,1,Rural,N
LP001085,Female,Yes,0,Graduate,Yes,16660,8194,253,240,1,Urban,Y
LP001086,Male,Yes,3+,Not Graduate,Yes,4914,9243,66,360,1,Rural,Y
LP001087,Male,Yes,1,Not Graduate,Yes,19040,9596,525,300,0,Semiurban,N
LP001088,Female,No,0,Graduate,No,21010,8348,560,240,1,Semiurban,N
LP001089,Female,Yes,0,Not Graduate,No,13620,6998,259,360,1,Urban,Y
LP001090,Female,No,1,Not Graduate,Yes,3043,510,548,180,1,Semiurban,N
LP001091,Female,Yes,1,Not Graduate,Yes,1771,1137,451,300,0,Semiurban,N
LP001092,Male,Yes,3+,Graduate,No,6795,5606,478,240,0,Rural,N
LP001093,Female,Yes,0,Not Graduate,No,21960,4666,127,240,1,Urban,Y
LP001094,Male,Yes,0,Graduate,Yes,16463,8906,617,180,0,Rural,N
LP001095,Female,Yes,2,Graduate,Yes,13080,5434,129,360,0,Rural,N
LP001096,Female,Yes,0,Graduate,No,23786,6446,355,240,1,Rural,Y
LP001097,Female,No,3+,Graduate,No,20593,2654,107,180,0,Semiurban,N
LP001098,Female,Yes,2,Graduate,Yes,23105,990,579,240,1,Semiurban,N
LP001099,Female,No,2,Not Graduate,No,14097,7820,257,360,1,Urban,Y
LP001100,Male,Yes,2,Graduate,Yes,13545,2160,560,300,1,Semiurban,N
LP001101,Male,Yes,1,Graduate,Yes,15103,5740,184,360,1,Urban,Y
LP001102,Female,No,1,Graduate,Yes,11437,4457,571,360,1,Rural,N
LP001103,Female,Yes,0,Not Graduate,No,16330,2063,630,360,1,Rural,N
LP001104,Male,No,2,Not Graduate,Yes,8222,1977,132,180,0,Semiurban,N
LP001105,Female,No,3+,Not Graduate,Yes,9701,8567,670,240,0,Semiurban,N
LP001106,Female,Yes,1,Not Graduate,No,5644,8933,93,300,1,Urban,Y
LP001107,Male,No,3+,Graduate,No,7106,2667,532,180,1,Semiurban,N
LP001108,Female,No,3+,Graduate,Yes,8266,9432,693,360,1,Semiurban,N
LP001109,Female,Yes,1,Not Graduate,Yes,18614,4919,542,300,1,Semiurban,N
LP001110,Male,No,1,Not Graduate,No,17428,8609,548,360,0,Rural,N
LP001111,Male,Yes,1,Not Graduate,No,22774,7642,67,360,1,Semiurban,Y
LP001112,Male,Yes,1,Not Graduate,No,3148,8798,654,360,0,Semiurban,N
LP001113,Female,Yes,2,Graduate,Yes,22112,8759,343,300,0,Rural,N
LP001114,Male,Yes,2,Not Graduate,Yes,3630,543,197,240,1,Rural,Y
LP001115,Male,No,2,Not Graduate,Yes,15892,883,521,360,1,Rural,N
LP001116,Male,Yes,2,Not Graduate,No,12088,4798,221,240,1,Rural,Y
LP001117,Male,Yes,0,Not Graduate,Yes,5866,8040,612,300,1,Semiurban,N
LP001118,Male,No,2,Not Graduate,No,3006,9415,580,300,1,Semiurban,N
LP001119,Male,Yes,1,Not Graduate,Yes,20042,5718,169,360,0,Semiurban,N
LP001120,Female,Yes,3+,Not Graduate,No,20800,2068,115,240,1,Urban,Y
LP001121,Female,No,2,Graduate,Yes,16722,7478,190,240,1,Rural,Y
LP001122,Male,No,0,Graduate,Yes,13863,8120,495,360,1,Semiurban,Y
LP001123,Male,No,1,Graduate,No,21113,7820,555,180,1,Semiurban,N
LP001124,Male,No,3+,Graduate,No,13295,1786,238,180,1,Semiurban,Y
LP001125,Female,No,3+,Graduate,Yes,11358,5715,207,300,0,Rural,N
LP001126,Female,No,2,Graduate,No,14116,9649,659,300,1,Rural,N
LP001127,Female,No,3+,Not Graduate,No,24149,8269,295,180,1,Rural,Y
LP001128,Female,Yes,2,Not Graduate,Yes,5636,1308,82,180,1,Semiurban,Y
LP001129,Female,No,2,Graduate,No,14978,8839,410,180,1,Rural,Y
LP001130,Female,No,1,Not Graduate,Yes,12661,8744,379,360,1,Semiurban,Y
LP001131,Female,No,1,Graduate,Yes,4189,8473,561,360,0,Urban,N
LP001132,Female,Yes,0,Not Graduate,No,4310,9473,120,360,1,Rural,Y
LP001133,Female,Yes,1,Not Graduate,No,13163,4861,362,360,1,Rural,Y
LP001134,Male,No,1,Not Graduate,Yes,7652,2776,128,360,0,Semiurban,N
LP001135,Male,No,2,Not Graduate,Yes,1512,1596,218,360,1,Rural,N
LP001136,Male,No,1,Not Graduate,Yes,12662,479,229,300,1,Rural,Y
LP001137,Male,Yes,2,Not Graduate,Yes,23822,3312,677,240,1,Semiurban,N
LP001138,Female,Yes,2,Graduate,Yes,9499,6156,309,300,1,Semiurban,Y
LP001139,Female,No,1,Graduate,Yes,8719,7919,535,240,1,Semiurban,N
LP001140,Male,Yes,0,Not Graduate,No,6828,6744,54,300,0,Urban,N
LP001141,Female,No,0,Graduate,No,5121,3898,346,300,0,Semiurban,N
LP001142,Male,Yes,3+,Not Graduate,No,21567,2072,669,360,1,Rural,N
LP001143,Female,Yes,3+,Graduate,Yes,13165,9487,409,360,1,Urban,Y
LP001144,Male,No,1,Not Graduate,No,23194,5624,166,240,0,Semiurban,N
LP001145,Female,No,0,Graduate,Yes,12814,938,406,240,1,Urban,Y
LP001146,Female,No,2,Not Graduate,Yes,2152,8176,488,360,1,Urban,N
LP001147,Male,No,3+,Graduate,No,23683,761,380,300,1,Rural,Y
LP001148,Female,Yes,2,Not Graduate,Yes,17682,7254,574,240,1,Urban,N
LP001149,Male,Yes,3+,Graduate,Yes,10312,1669,237,180,1,Semiurban,Y
LP001150,Male,Yes,1,Not Graduate,Yes,5290,7128,330,180,1,Urban,Y
LP001151,Male,No,0,Not Graduate,Yes,17159,3862,560,180,1,Urban,N
LP001152,Male,Yes,3+,Not Graduate,Yes,3145,2685,515,240,1,Rural,N
LP001153,Female,No,0,Graduate,Yes,11935,6634,164,360,1,Rural,Y
LP001154,Female,Yes,2,Graduate,No,22396,1931,285,360,1,Semiurban,Y
LP001155,Female,No,1,Graduate,Yes,22643,7308,387,360,1,Rural,Y
LP001156,Male,No,0,Not Graduate,Yes,23758,3939,571,240,0,Semiurban,N
LP001157,Female,Yes,1,Graduate,Yes,5188,1126,248,240,0,Semiurban,N
LP001158,Male,No,0,Not Graduate,Yes,9189,6021,99,180,1,Rural,Y
LP001159,Female,No,2,Graduate,No,2879,6437,191,240,1,Urban,Y
LP001160,Female,Yes,2,Graduate,No,5743,7039,577,180,1,Rural,N
LP001161,Female,No,1,Graduate,Yes,11737,5373,563,180,0,Urban,N
LP001162,Male,No,2,Graduate,Yes,24391,1203,79,360,1,Urban,Y
LP001163,Female,No,3+,Not Graduate,Yes,17830,4135,131,240,1,Semiurban,Y
LP001164,Female,Yes,0,Graduate,No,20537,8711,80,360,1,Semiurban,Y
LP001165,Male,Yes,2,Graduate,No,7111,7904,382,360,1,Rural,Y
LP001166,Female,No,3+,Not Graduate,No,24011,2283,226,240,1,Urban,Y
LP001167,Male,Yes,1,Not Graduate,No,14016,4558,419,240,1,Rural,Y
LP001168,Female,No,3+,Graduate,Yes,15386,5347,596,300,0,Semiurban,N
LP001169,Male,No,1,Graduate,No,21807,7867,584,180,1,Urban,N
LP001170,Male,No,1,Not Graduate,No,15216,5944,155,300,1,Rural,Y
LP001171,Female,No,0,Not Graduate,Yes,7412,8674,146,180,1,Rural,Y
LP001172,Male,No,0,Not Graduate,Yes,23014,2477,279,180,0,Semiurban,N
LP001173,Male,Yes,3+,Graduate,No,23323,3093,276,180,1,Semiurban,Y
LP001174,Male,No,0,Graduate,No,7949,8534,420,360,1,Semiurban,Y
LP001175,Male,Yes,0,Graduate,No,3225,7207,149,360,1,Semiurban,Y
LP001176,Male,Yes,0,Not Graduate,No,17370,9654,494,240,1,Rural,Y
LP001177,Male,No,3+,Not Graduate,Yes,10804,9394,517,180,1,Semiurban,N
LP001178,Female,No,2,Not Graduate,Yes,9022,9813,104,180,1,Semiurban,Y
LP001179,Male,Yes,0,Graduate,No,15163,6227,244,180,1,Rural,Y
LP001180,Male,Yes,0,Not Graduate,No,6284,3535,569,360,1,Rural,N
LP001181,Female,Yes,3+,Graduate,No,10972,7004,473,240,1,Urban,Y
LP001182,Female,No,2,Not Graduate,No,19116,2913,364,360,1,Rural,Y
LP001183,Female,Yes,0,Graduate,No,11555,9381,177,300,1,Urban,Y
LP001184,Female,No,1,Graduate,Yes,14176,2340,81,300,1,Semiurban,Y
LP001185,Female,No,3+,Not Graduate,Yes,8946,9795,142,300,1,Urban,Y
LP001186,Female,No,0,Graduate,Yes,22500,5289,568,240,1,Urban,N
LP001187,Female,Yes,0,Not Graduate,No,6225,597,307,300,1,Semiurban,Y
LP001188,Male,No,1,Graduate,No,21561,8836,269,240,0,Semiurban,N
LP001189,Male,No,1,Not Graduate,Yes,16269,7145,155,360,1,Semiurban,Y
LP001190,Female,No,3+,Not Graduate,Yes,24171,2902,597,360,1,Urban,N
LP001191,Male,No,3+,Graduate,No,2909,6645,465,240,1,Rural,Y
LP001192,Male,No,1,Not Graduate,Yes,9705,8955,606,360,1,Rural,N
LP001193,Male,Yes,3+,Graduate,No,17865,7694,358,360,1,Rural,Y
LP001194,Female,No,1,Not Graduate,No,1756,4830,415,240,1,Semiurban,N
LP001195,Female,No,0,Not Graduate,Yes,19605,7546,570,300,1,Semiurban,N
LP001196,Male,Yes,1,Not Graduate,Yes,17204,7368,508,240,1,Rural,N
LP001197,Female,No,1,Not Graduate,Yes,19307,9834,648,180,1,Semiurban,N
LP001198,Male,Yes,2,Graduate,No,22837,2160,419,360,1,Urban,Y
LP001199,Male,No,1,Not Graduate,No,4490,5878,380,240,1,Urban,Y
LP001200,Male,Yes,1,Not Graduate,Yes,2695,7663,691,360,1,Semiurban,N
LP001201,Male,Yes,2,Graduate,No,22443,3749,60,300,1,Rural,Y
LP001202,Female,No,3+,Graduate,No,22249,2922,556,360,1,Rural,N
LP001203,Female,No,2,Graduate,No,2744,6486,468,240,1,Urban,Y
LP001204,Female,No,0,Graduate,Yes,12915,8112,171,300,1,Semiurban,Y
LP001205,Male,Yes,2,Graduate,No,8266,8771,284,300,1,Rural,Y
LP001206,Female,Yes,0,Graduate,Yes,23186,3804,380,300,1,Rural,Y
LP001207,Male,Yes,3+,Not Graduate,Yes,13162,4878,592,180,1,Semiurban,N
LP001208,Female,No,2,Graduate,No,17710,2368,397,240,1,Semiurban,Y
LP001209,Male,Yes,2,Not Graduate,Yes,19190,8093,461,240,1,Rural,Y
LP001210,Male,Yes,3+,Graduate,No,11813,3932,273,300,0,Semiurban,N
LP001211,Male,No,0,Not Graduate,Yes,3902,5608,202,360,0,Semiurban,N
LP001212,Female,Yes,2,Not Graduate,Yes,18380,6635,261,300,1,Semiurban,Y
LP001213,Female,Yes,0,Not Graduate,No,21283,6395,141,180,0,Rural,N
LP001214,Female,No,2,Graduate,Yes,14775,6101,380,300,1,Urban,Y
LP001215,Female,Yes,1,Graduate,Yes,16415,9292,516,240,1,Semiurban,N
LP001216,Male,No,2,Graduate,Yes,2409,9862,690,300,0,Rural,N
LP001217,Female,No,3+,Graduate,No,17306,5531,603,360,0,Urban,N
LP001218,Female,No,3+,Not Graduate,No,1872,4970,277,240,0,Rural,N
LP001219,Male,No,0,Graduate,Yes,24120,6344,243,360,1,Rural,Y
LP001220,Male,No,2,Not Graduate,Yes,2844,8408,579,300,1,Rural,N
LP001221,Male,Yes,0,Not Graduate,Yes,10015,375,292,240,1,Urban,Y
LP001222,Female,Yes,0,Graduate,No,3931,7887,438,180,1,Rural,Y
LP001223,Male,No,1,Graduate,No,22554,1609,325,240,1,Urban,Y
LP001224,Male,No,1,Graduate,Yes,20668,2939,499,360,0,Semiurban,N
LP001225,Male,Yes,3+,Not Graduate,No,12085,4062,688,240,1,Urban,N
LP001226,Female,No,0,Graduate,No,16962,1613,636,180,1,Rural,N
LP001227,Male,No,3+,Not Graduate,No,3195,6578,623,180,1,Urban,N
LP001228,Female,No,2,Graduate,No,3407,7851,527,180,1,Rural,N
LP001229,Female,Yes,0,Not Graduate,Yes,22698,3679,529,180,1,Semiurban,N
LP001230,Male,Yes,0,Graduate,No,18664,7540,337,360,0,Urban,N
LP001231,Male,No,2,Graduate,No,2519,9488,589,240,1,Semiurban,N
LP001232,Female,No,2,Not Graduate,Yes,12957,7074,379,300,1,Urban,Y
LP001233,Male,Yes,3+,Graduate,Yes,2903,3996,519,180,0,Rural,N
LP001234,Male,Yes,3+,Graduate,No,19310,4786,583,300,0,Urban,N
LP001235,Female,No,2,Graduate,No,10355,5695,516,300,0,Semiurban,N
LP001236,Female,No,3+,Graduate,Yes,7368,9347,469,240,0,Urban,N
LP001237,Male,Yes,2,Graduate,Yes,12339,6998,657,300,1,Semiurban,N
LP001238,Female,Yes,0,Graduate,Yes,1510,2366,171,300,0,Semiurban,N
LP001239,Male,Yes,0,Graduate,No,7830,6764,357,360,1,Rural,Y
LP001240,Male,No,1,Not Graduate,No,16561,8976,383,300,1,Urban,Y
LP001241,Male,Yes,0,Not Graduate,Yes,10730,9273,469,240,1,Semiurban,Y
LP001242,Female,No,2,Graduate,No,20709,1614,375,300,1,Rural,Y
LP001243,Male,Yes,3+,Graduate,Yes,8964,4555,698,240,1,Rural,N
LP001244,Male,Yes,1,Graduate,No,16246,2416,622,180,1,Rural,N
LP001245,Male,Yes,3+,Not Graduate,Yes,4503,7288,299,300,1,Semiurban,Y
LP001246,Female,Yes,2,Not Graduate,Yes,8695,6862,144,300,1,Urban,Y
LP001247,Female,No,0,Graduate,No,24604,3653,345,300,0,Semiurban,N
LP001248,Female,No,1,Not Graduate,No,20972,6639,233,180,1,Rural,Y
LP001249,Female,Yes,2,Graduate,No,15162,496,309,360,1,Semiurban,Y
LP001250,Female,No,1,Graduate,No,15239,504,235,300,0,Semiurban,N
LP001251,Male,Yes,1,Graduate,No,17088,7699,458,240,1,Rural,Y
LP001252,Female,Yes,0,Graduate,No,3289,5733,118,360,1,Urban,Y
LP001253,Female,Yes,2,Not Graduate,Yes,20920,8055,676,360,1,Rural,N
LP001254,Female,Yes,3+,Not Graduate,No,9098,3216,57,360,1,Rural,Y
LP001255,Male,No,1,Graduate,Yes,6338,5688,314,300,0,Semiurban,N
LP001256,Female,Yes,1,Not Graduate,Yes,7372,9600,533,180,0,Rural,N
LP001257,Female,Yes,3+,Not Graduate,No,21537,4364,666,180,1,Semiurban,N
LP001258,Male,No,2,Graduate,Yes,12867,6042,420,300,1,Rural,Y
LP001259,Female,Yes,1,Not Graduate,Yes,5799,1477,132,240,1,Rural,Y
LP001260,Male,Yes,1,Graduate,No,18857,4960,695,240,1,Urban,N
LP001261,Male,Yes,1,Graduate,No,8583,2397,260,240,1,Rural,Y
LP001262,Male,No,2,Graduate,No,6994,8301,362,300,1,Urban,Y
LP001263,Male,Yes,2,Graduate,Yes,12817,8841,653,180,1,Rural,N
LP001264,Male,No,3+,Not Graduate,No,21290,6194,386,300,1,Rural,Y
LP001265,Female,Yes,2,Graduate,No,23034,7570,539,180,1,Rural,N
LP001266,Male,Yes,2,Not Graduate,No,4629,7730,452,360,1,Urban,Y
LP001267,Male,No,0,Graduate,No,1604,1499,688,300,0,Semiurban,N
LP001268,Female,Yes,3+,Graduate,Yes,8933,7235,240,180,1,Urban,Y
LP001269,Male,Yes,1,Not Graduate,No,9189,595,384,360,1,Rural,Y
LP001270,Female,No,2,Graduate,Yes,5067,978,571,360,1,Semiurban,N
LP001271,Female,No,1,Not Graduate,No,22232,730,668,300,1,Rural,N
LP001272,Female,No,1,Not Graduate,Yes,22274,56,136,180,1,Urban,Y
LP001273,Male,No,0,Graduate,Yes,24695,2243,628,360,1,Urban,N
LP001274,Male,No,2,Graduate,Yes,19065,5879,111,300,1,Semiurban,Y
LP001275,Male,Yes,3+,Graduate,No,6144,1701,436,360,1,Urban,Y
LP001276,Female,No,2,Graduate,Yes,16466,7229,195,240,0,Rural,N
LP001277,Male,Yes,1,Graduate,No,12830,1286,202,300,0,Semiurban,N
LP001278,Male,Yes,3+,Graduate,No,23757,8303,668,360,1,Rural,N
LP001279,Male,Yes,2,Not Graduate,No,5894,9393,398,300,0,Semiurban,N
LP001280,Female,No,1,Not Graduate,No,5034,947,227,300,1,Semiurban,Y
LP001281,Female,No,1,Graduate,No,23728,4121,536,180,0,Rural,N
LP001282,Male,Yes,0,Not Graduate,Yes,23823,6553,296,180,1,Urban,Y
LP001283,Male,No,0,Not Graduate,No,13888,757,303,360,1,Rural,Y
LP001284,Male,No,0,Graduate,Yes,12819,5651,549,300,1,Urban,N
LP001285,Male,No,1,Graduate,Yes,7975,7273,590,300,0,Urban,N
LP001286,Female,No,2,Not Graduate,Yes,19658,3535,401,240,1,Rural,Y
LP001287,Female,Yes,0,Graduate,Yes,16228,2293,561,300,1,Semiurban,N
LP001288,Female,Yes,2,Not Graduate,Yes,13506,1104,62,180,0,Rural,N
LP001289,Female,No,0,Graduate,Yes,17650,8853,608,300,0,Semiurban,N
LP001290,Male,Yes,3+,Not Graduate,Yes,1946,908,200,180,1,Urban,N
LP001291,Male,No,3+,Not Graduate,No,1608,6539,99,240,1,Semiurban,N
LP001292,Male,No,0,Not Graduate,Yes,4739,4617,264,360,1,Rural,Y
LP001293,Female,Yes,1,Not Graduate,No,7431,7069,693,180,1,Semiurban,N
LP001294,Male,Yes,0,Graduate,Yes,5553,2311,421,360,1,Urban,Y
LP001295,Female,Yes,0,Graduate,Yes,15246,789,162,360,1,Urban,Y
LP001296,Female,No,1,Not Graduate,Yes,22421,171,301,360,1,Semiurban,Y
LP001297,Male,Yes,3+,Not Graduate,Yes,24245,7989,390,360,1,Urban,Y
LP001298,Male,No,2,Graduate,No,2745,1885,102,180,1,Urban,Y
LP001299,Male,Yes,0,Graduate,No,20604,8667,179,240,1,Semiurban,Y
LP001300,Female,Yes,1,Not Graduate,No,15339,1049,242,300,1,Urban,Y
LP001301,Male,No,0,Not Graduate,Yes,14356,4129,640,180,1,Semiurban,N
LP001302,Female,No,1,Not Graduate,Yes,6605,1161,106,240,1,Semiurban,Y
LP001303,Male,No,2,Not Graduate,Yes,4422,815,146,300,1,Urban,Y
LP001304,Female,No,2,Not Graduate,No,4013,3766,247,360,1,Semiurban,Y
LP001305,Female,No,3+,Graduate,Yes,4301,8945,696,300,1,Urban,N
LP001306,Male,No,1,Not Graduate,No,15395,4661,196,300,1,Urban,Y
LP001307,Female,No,1,Graduate,No,8481,8653,624,240,1,Urban,N
LP001308,Female,No,3+,Graduate,Yes,9721,3239,626,300,1,Rural,N
LP001309,Male,Yes,3+,Graduate,Yes,24386,8272,344,360,1,Urban,Y
LP001310,Female,No,1,Not Graduate,No,7538,2804,670,180,0,Semiurban,N
LP001311,Male,No,3+,Graduate,No,24113,8031,61,180,1,Semiurban,Y
LP001312,Female,Yes,2,Graduate,No,16582,869,382,240,1,Semiurban,Y
LP001313,Male,No,0,Graduate,Yes,16148,5526,269,360,1,Rural,Y
LP001314,Male,Yes,2,Graduate,Yes,1864,7741,447,360,0,Rural,N
LP001315,Female,Yes,3+,Not Graduate,Yes,3300,4694,391,300,1,Semiurban,Y
LP001316,Female,No,1,Not Graduate,Yes,15610,8998,561,240,1,Semiurban,N
LP001317,Female,Yes,1,Graduate,Yes,7458,1934,221,360,1,Rural,Y
LP001318,Female,No,2,Graduate,Yes,10596,5172,517,360,1,Semiurban,N
LP001319,Female,Yes,1,Not Graduate,No,8936,703,215,360,1,Urban,Y
LP001320,Male,Yes,3+,Not Graduate,No,22677,2523,219,180,1,Urban,Y
LP001321,Female,Yes,2,Not Graduate,No,14138,2639,613,180,0,Semiurban,N
LP001322,Male,No,1,Graduate,Yes,1679,6159,561,180,0,Urban,N
LP001323,Male,No,0,Not Graduate,No,5373,3909,238,300,1,Semiurban,Y
LP001324,Female,Yes,0,Graduate,Yes,21844,1164,169,300,0,Rural,N
LP001325,Male,Yes,3+,Graduate,Yes,19070,619,154,300,1,Semiurban,Y
LP001326,Male,No,1,Not Graduate,No,16955,7982,90,360,1,Rural,Y
LP001327,Male,No,3+,Graduate,Yes,18657,3066,370,180,1,Urban,Y
LP001328,Male,Yes,2,Not Graduate,No,14297,4872,384,360,1,Urban,Y
LP001329,Female,Yes,0,Graduate,No,5960,8638,209,360,1,Urban,Y
LP001330,Male,No,2,Not Graduate,Yes,16816,2337,313,240,1,Semiurban,Y
LP001331,Female,No,1,Graduate,No,1852,8400,579,360,0,Rural,N
LP001332,Female,No,3+,Graduate,No,24827,5594,526,300,1,Rural,N
LP001333,Male,No,3+,Not Graduate,No,23086,2460,401,180,1,Urban,Y
LP001334,Female,No,3+,Not Graduate,No,6844,6820,594,180,1,Urban,N
LP001335,Female,Yes,2,Not Graduate,Yes,6007,5546,259,360,1,Rural,Y
LP001336,Female,No,0,Not Graduate,No,6330,3442,545,300,1,Semiurban,N
LP001337,Male,Yes,2,Graduate,No,12720,2711,431,300,1,Urban,Y
LP001338,Female,No,2,Not Graduate,No,1617,1291,530,300,1,Semiurban,N
LP001339,Female,Yes,1,Not Graduate,Yes,18365,5374,54,180,1,Urban,Y
LP001340,Female,No,1,Graduate,No,5787,9592,83,300,1,Urban,Y
LP001341,Male,No,1,Not Graduate,Yes,24686,2655,194,300,1,Semiurban,Y
LP001342,Female,Yes,0,Not Graduate,No,5977,6513,400,360,0,Semiurban,N
LP001343,Male,Yes,0,Graduate,No,8033,7394,632,240,1,Semiurban,N
LP001344,Male,No,1,Not Graduate,No,18127,704,514,300,1,Semiurban,N
LP001345,Male,No,1,Not Graduate,Yes,24896,825,397,360,1,Rural,Y
